CreatedDate,pm25_Lakshmi K: Living room,pm10_Lakshmi K: Living room,aqi_Lakshmi K: Living room
16-05-2024 10:15,86,296,246
16-05-2024 10:30,86,296,246
16-05-2024 10:45,86,296,246
16-05-2024 11:00,86,296,246
16-05-2024 11:15,86,295,245
16-05-2024 11:30,86,295,245
16-05-2024 11:45,86,296,246
16-05-2024 12:00,89,299,249
16-05-2024 12:15,85,294,244
16-05-2024 12:30,85,294,244
16-05-2024 12:45,86,296,246
16-05-2024 13:00,88,298,248
16-05-2024 13:15,89,300,250
16-05-2024 13:30,88,298,248
16-05-2024 13:45,88,298,248
16-05-2024 14:00,87,298,248
16-05-2024 14:15,88,299,249
16-05-2024 14:30,88,299,249
16-05-2024 14:45,87,298,248
16-05-2024 15:00,88,299,249
16-05-2024 15:15,89,299,249
16-05-2024 15:30,89,300,250
16-05-2024 15:45,88,299,249
16-05-2024 16:00,88,298,248
16-05-2024 16:15,87,297,247
16-05-2024 16:30,86,296,246
16-05-2024 16:45,86,295,245
16-05-2024 17:00,85,294,244
16-05-2024 17:15,83,289,239
16-05-2024 17:30,81,285,235
16-05-2024 17:45,80,283,233
16-05-2024 18:00,80,283,233
16-05-2024 18:15,80,284,234
16-05-2024 18:30,81,285,235
16-05-2024 18:45,81,286,236
16-05-2024 19:00,83,289,239
16-05-2024 19:15,83,290,240
16-05-2024 19:30,84,292,242
16-05-2024 19:45,87,296,246
16-05-2024 20:00,86,295,245
16-05-2024 20:15,85,294,244
16-05-2024 20:30,87,297,247
16-05-2024 20:45,92,305,255
16-05-2024 21:00,86,295,245
16-05-2024 21:15,84,292,242
16-05-2024 21:30,84,291,241
16-05-2024 21:45,84,292,242
16-05-2024 22:00,84,293,243
16-05-2024 22:15,84,293,243
16-05-2024 22:30,85,293,243
16-05-2024 22:45,85,293,243
16-05-2024 23:00,84,292,242
16-05-2024 23:15,84,291,241
16-05-2024 23:30,83,290,240
16-05-2024 23:45,82,288,238
17-05-2024 00:00,81,285,235
17-05-2024 00:15,80,283,233
17-05-2024 00:30,80,282,232
17-05-2024 00:45,78,279,229
17-05-2024 01:00,79,279,229
17-05-2024 01:15,78,278,228
17-05-2024 01:30,72,252,202
17-05-2024 01:45,72,252,202
17-05-2024 02:00,78,278,228
17-05-2024 02:15,79,279,229
17-05-2024 02:30,79,281,231
17-05-2024 02:45,79,281,231
17-05-2024 03:00,78,279,229
17-05-2024 03:15,77,274,224
17-05-2024 03:30,76,271,221
17-05-2024 03:45,76,272,222
17-05-2024 04:00,81,286,236
17-05-2024 04:15,81,286,236
17-05-2024 04:30,81,286,236
17-05-2024 04:45,81,284,234
17-05-2024 05:00,80,283,233
17-05-2024 05:15,75,265,215
17-05-2024 05:30,74,259,209
17-05-2024 05:45,79,276,226
17-05-2024 06:00,85,294,244
17-05-2024 06:15,88,299,249
17-05-2024 06:30,90,300,250
17-05-2024 06:45,91,301,251
17-05-2024 07:00,92,302,252
17-05-2024 07:15,95,307,257
17-05-2024 07:30,98,312,262
17-05-2024 07:45,98,312,262
17-05-2024 08:00,99,315,265
17-05-2024 08:15,105,326,276
17-05-2024 08:30,98,311,261
17-05-2024 08:45,107,331,281
17-05-2024 09:00,91,302,252
17-05-2024 09:15,81,285,235
17-05-2024 09:30,79,275,225
17-05-2024 09:45,80,281,231
17-05-2024 10:00,80,283,233
17-05-2024 10:15,78,279,229
17-05-2024 10:30,74,259,209
17-05-2024 10:45,68,235,190
17-05-2024 11:00,72,251,201
17-05-2024 11:15,73,257,207
17-05-2024 11:30,77,272,222
17-05-2024 11:45,70,243,195
17-05-2024 12:00,64,211,174
17-05-2024 12:15,58,185,157
17-05-2024 12:30,59,190,160
17-05-2024 12:45,57,181,154
17-05-2024 13:00,58,185,157
17-05-2024 13:15,56,176,151
17-05-2024 13:30,57,181,154
17-05-2024 13:45,55,172,148
17-05-2024 14:00,54,165,143
17-05-2024 14:15,52,156,137
17-05-2024 14:30,58,184,156
17-05-2024 14:45,68,235,190
17-05-2024 15:00,72,252,202
17-05-2024 15:15,81,285,235
17-05-2024 15:30,81,285,235
17-05-2024 15:45,79,281,231
17-05-2024 16:00,74,262,212
17-05-2024 16:15,70,242,195
17-05-2024 16:30,61,197,165
17-05-2024 16:45,57,180,153
17-05-2024 17:00,55,169,146
17-05-2024 17:15,51,154,136
17-05-2024 17:30,46,131,121
17-05-2024 17:45,46,131,121
17-05-2024 18:00,45,123,115
17-05-2024 18:15,44,119,113
17-05-2024 18:30,45,123,115
17-05-2024 18:45,46,128,119
17-05-2024 19:00,46,131,121
17-05-2024 19:15,60,192,161
17-05-2024 19:30,54,165,143
17-05-2024 19:45,63,206,171
17-05-2024 20:00,97,310,260
17-05-2024 20:15,108,331,281
17-05-2024 20:30,140,368,322
17-05-2024 20:45,113,341,291
17-05-2024 21:00,96,309,259
17-05-2024 21:15,87,297,247
17-05-2024 21:30,82,286,236
17-05-2024 21:45,79,280,230
17-05-2024 22:00,79,281,231
17-05-2024 22:15,80,283,233
17-05-2024 22:30,80,283,233
17-05-2024 22:45,82,288,238
17-05-2024 23:00,82,287,237
17-05-2024 23:15,83,289,239
17-05-2024 23:30,82,287,237
17-05-2024 23:45,82,286,236
18-05-2024 00:00,82,288,238
18-05-2024 00:15,83,291,241
18-05-2024 00:30,82,288,238
18-05-2024 00:45,83,290,240
18-05-2024 01:00,83,291,241
18-05-2024 01:15,84,292,242
18-05-2024 01:30,86,295,245
18-05-2024 01:45,87,298,248
18-05-2024 02:00,87,297,247
18-05-2024 02:15,86,296,246
18-05-2024 02:30,87,297,247
18-05-2024 02:45,88,299,249
18-05-2024 03:00,91,301,251
18-05-2024 03:15,91,302,252
18-05-2024 03:30,96,308,258
18-05-2024 03:45,93,304,254
18-05-2024 04:00,99,316,266
18-05-2024 04:15,106,330,280
18-05-2024 04:30,110,337,287
18-05-2024 04:45,107,333,283
18-05-2024 05:00,104,325,275
18-05-2024 05:15,102,320,270
18-05-2024 05:30,99,314,264
18-05-2024 05:45,95,307,257
18-05-2024 06:00,92,302,252
18-05-2024 06:15,89,300,250
18-05-2024 06:30,87,298,248
18-05-2024 06:45,87,297,247
18-05-2024 07:00,86,295,245
18-05-2024 07:15,96,310,260
18-05-2024 07:30,99,313,263
18-05-2024 07:45,96,309,259
18-05-2024 08:00,97,310,260
18-05-2024 08:15,94,305,255
18-05-2024 08:30,90,300,250
18-05-2024 08:45,87,297,247
18-05-2024 09:00,85,294,244
18-05-2024 09:15,83,291,241
18-05-2024 09:30,83,288,238
18-05-2024 09:45,83,290,240
18-05-2024 10:00,85,295,245
18-05-2024 10:15,87,298,248
18-05-2024 10:30,89,300,250
18-05-2024 10:45,93,303,253
18-05-2024 11:00,95,307,257
18-05-2024 11:15,96,308,258
18-05-2024 11:30,101,318,268
18-05-2024 11:45,96,309,259
18-05-2024 12:00,96,309,259
18-05-2024 12:15,89,300,250
18-05-2024 12:30,82,288,238
18-05-2024 12:45,73,255,205
18-05-2024 13:00,66,219,179
18-05-2024 13:15,61,197,165
18-05-2024 13:30,60,192,161
18-05-2024 13:45,56,175,150
18-05-2024 14:00,54,165,143
18-05-2024 14:15,52,159,139
18-05-2024 14:30,52,156,137
18-05-2024 14:45,53,161,141
18-05-2024 15:00,53,161,141
18-05-2024 15:15,53,161,141
18-05-2024 15:30,53,160,140
18-05-2024 15:45,50,151,134
18-05-2024 16:00,50,148,132
18-05-2024 16:15,49,143,129
18-05-2024 16:30,47,134,123
18-05-2024 16:45,46,132,121
18-05-2024 17:00,45,127,118
18-05-2024 17:15,45,123,115
18-05-2024 17:30,44,122,115
18-05-2024 17:45,49,142,128
18-05-2024 18:00,72,242,195
18-05-2024 18:15,50,151,134
18-05-2024 18:30,46,130,120
18-05-2024 18:45,45,125,117
18-05-2024 19:00,45,123,115
18-05-2024 19:15,45,124,116
18-05-2024 19:30,45,124,116
18-05-2024 19:45,46,130,120
18-05-2024 20:00,46,129,119
18-05-2024 20:15,46,132,121
18-05-2024 20:30,47,137,125
18-05-2024 20:45,49,144,129
18-05-2024 21:00,51,153,135
18-05-2024 21:15,53,160,140
18-05-2024 21:30,55,169,146
18-05-2024 21:45,81,281,231
18-05-2024 22:00,78,276,226
18-05-2024 22:15,74,258,208
18-05-2024 22:30,70,241,194
18-05-2024 22:45,67,228,185
18-05-2024 23:00,66,221,181
18-05-2024 23:15,65,215,177
18-05-2024 23:30,65,216,177
18-05-2024 23:45,68,231,187
19-05-2024 00:00,72,251,201
19-05-2024 00:15,76,271,221
19-05-2024 00:30,81,286,236
19-05-2024 00:45,83,289,239
19-05-2024 01:00,83,289,239
19-05-2024 01:15,83,290,240
19-05-2024 01:30,82,288,238
19-05-2024 01:45,82,287,237
19-05-2024 02:00,82,287,237
19-05-2024 02:15,82,287,237
19-05-2024 02:30,82,287,237
19-05-2024 02:45,84,292,242
19-05-2024 03:00,87,297,247
19-05-2024 03:15,93,305,255
19-05-2024 03:30,101,321,271
19-05-2024 03:45,108,335,285
19-05-2024 04:00,108,336,286
19-05-2024 04:15,110,338,288
19-05-2024 04:30,110,341,291
19-05-2024 04:45,110,340,290
19-05-2024 05:00,109,339,289
19-05-2024 05:15,109,339,289
19-05-2024 05:30,110,341,291
19-05-2024 05:45,111,342,292
19-05-2024 06:00,111,342,292
19-05-2024 06:15,108,337,287
19-05-2024 06:30,106,334,284
19-05-2024 06:45,107,334,284
19-05-2024 07:00,107,335,285
19-05-2024 07:15,109,337,287
19-05-2024 07:30,111,342,292
19-05-2024 07:45,116,346,296
19-05-2024 08:00,118,348,298
19-05-2024 08:15,120,350,300
19-05-2024 08:30,126,357,309
19-05-2024 08:45,132,363,316
19-05-2024 09:00,125,356,308
19-05-2024 09:15,119,348,298
19-05-2024 09:30,114,343,293
19-05-2024 09:45,112,341,291
19-05-2024 10:00,110,338,288
19-05-2024 10:15,105,326,276
19-05-2024 10:30,100,315,265
19-05-2024 10:45,96,307,257
19-05-2024 11:00,92,302,252
19-05-2024 11:15,90,300,250
19-05-2024 11:30,85,295,245
19-05-2024 11:45,81,285,235
19-05-2024 12:00,76,268,218
19-05-2024 12:15,73,255,205
19-05-2024 12:30,67,227,185
19-05-2024 12:45,63,206,171
19-05-2024 13:00,58,183,155
19-05-2024 13:15,373,663,691
19-05-2024 13:30,121,348,301
19-05-2024 13:45,89,298,248
19-05-2024 14:00,67,224,183
19-05-2024 14:15,53,160,140
19-05-2024 14:30,43,117,111
19-05-2024 14:45,38,94,94
19-05-2024 15:00,36,85,85
19-05-2024 15:15,36,83,83
19-05-2024 15:30,35,82,82
19-05-2024 15:45,36,82,82
19-05-2024 16:00,35,80,80
19-05-2024 16:15,36,81,81
19-05-2024 16:30,35,79,79
19-05-2024 16:45,34,77,77
19-05-2024 17:00,35,80,80
19-05-2024 17:15,35,79,79
19-05-2024 17:30,33,75,75
19-05-2024 17:45,33,75,75
19-05-2024 18:00,32,73,73
19-05-2024 18:15,34,78,78
19-05-2024 18:30,35,80,80
19-05-2024 18:45,36,82,82
19-05-2024 19:00,37,86,86
19-05-2024 19:15,38,93,93
19-05-2024 19:30,38,95,95
19-05-2024 19:45,40,102,101
19-05-2024 20:00,41,107,105
19-05-2024 20:15,43,118,112
19-05-2024 20:30,46,130,120
19-05-2024 20:45,48,141,127
19-05-2024 21:00,51,154,136
19-05-2024 21:15,53,161,141
19-05-2024 21:30,49,147,131
19-05-2024 21:45,49,143,129
19-05-2024 22:00,48,140,127
19-05-2024 22:15,47,136,124
19-05-2024 22:30,46,130,120
19-05-2024 22:45,45,125,117
19-05-2024 23:00,45,126,117
19-05-2024 23:15,44,121,114
19-05-2024 23:30,42,113,109
19-05-2024 23:45,41,109,106
20-05-2024 00:00,40,106,104
20-05-2024 00:15,39,101,101
20-05-2024 00:30,39,99,99
20-05-2024 00:45,39,103,102
20-05-2024 01:00,40,104,103
20-05-2024 01:15,40,107,105
20-05-2024 01:30,41,111,107
20-05-2024 01:45,44,122,115
20-05-2024 02:00,46,131,121
20-05-2024 02:15,48,140,127
20-05-2024 02:30,49,148,132
20-05-2024 02:45,50,151,134
20-05-2024 03:00,53,166,144
20-05-2024 03:15,55,175,150
20-05-2024 03:30,56,181,154
20-05-2024 03:45,57,188,159
20-05-2024 04:00,57,188,159
20-05-2024 04:15,57,184,156
20-05-2024 04:30,57,184,156
20-05-2024 04:45,56,182,155
20-05-2024 05:00,56,182,155
20-05-2024 05:15,56,180,153
20-05-2024 05:30,58,191,161
20-05-2024 05:45,59,196,164
20-05-2024 06:00,57,190,160
20-05-2024 06:15,57,190,160
20-05-2024 06:30,59,203,169
20-05-2024 06:45,63,223,182
20-05-2024 07:00,65,238,192
20-05-2024 07:15,70,266,216
20-05-2024 07:30,78,286,236
20-05-2024 07:45,84,296,246
20-05-2024 08:00,83,295,245
20-05-2024 08:15,85,296,246
20-05-2024 08:30,85,297,247
20-05-2024 08:45,83,292,242
20-05-2024 09:00,81,287,237
20-05-2024 09:15,81,288,238
20-05-2024 09:30,81,287,237
20-05-2024 09:45,80,285,235
20-05-2024 10:00,81,285,235
20-05-2024 10:15,79,282,232
20-05-2024 10:30,80,283,233
20-05-2024 10:45,78,281,231
20-05-2024 11:00,77,275,225
20-05-2024 11:15,72,254,204
20-05-2024 11:30,63,212,175
20-05-2024 11:45,56,174,149
20-05-2024 12:00,49,145,130
20-05-2024 12:15,46,129,119
20-05-2024 12:30,42,116,111
20-05-2024 12:45,40,106,104
20-05-2024 13:00,39,98,98
20-05-2024 13:15,37,90,90
20-05-2024 13:30,36,87,87
20-05-2024 13:45,35,83,83
20-05-2024 14:00,34,82,82
20-05-2024 14:15,31,76,76
20-05-2024 14:30,33,76,76
20-05-2024 14:45,33,79,79
20-05-2024 15:00,34,79,79
20-05-2024 15:15,35,81,81
20-05-2024 15:30,35,80,80
20-05-2024 15:45,35,80,80
20-05-2024 16:00,35,80,80
20-05-2024 16:15,35,81,81
20-05-2024 16:30,36,83,83
20-05-2024 16:45,36,86,86
20-05-2024 17:00,36,85,85
20-05-2024 17:15,36,84,84
20-05-2024 17:30,36,85,85
20-05-2024 17:45,36,84,84
20-05-2024 18:00,35,80,80
20-05-2024 18:15,35,80,80
20-05-2024 18:30,35,81,81
20-05-2024 18:45,35,78,78
20-05-2024 19:00,35,80,80
20-05-2024 19:15,37,92,92
20-05-2024 19:30,39,99,99
20-05-2024 19:45,40,105,103
20-05-2024 20:00,40,102,101
20-05-2024 20:15,41,106,104
20-05-2024 20:30,43,118,112
20-05-2024 20:45,50,146,131
20-05-2024 21:00,66,219,179
20-05-2024 21:15,69,239,193
20-05-2024 21:30,66,222,181
20-05-2024 21:45,65,213,175
20-05-2024 22:00,63,204,169
20-05-2024 22:15,63,206,171
20-05-2024 22:30,65,217,178
20-05-2024 22:45,65,218,179
20-05-2024 23:00,65,216,177
20-05-2024 23:15,67,227,185
20-05-2024 23:30,74,258,208
20-05-2024 23:45,80,281,231
21-05-2024 00:00,82,287,237
21-05-2024 00:15,82,287,237
21-05-2024 00:30,82,288,238
21-05-2024 00:45,83,290,240
21-05-2024 01:00,83,289,239
21-05-2024 01:15,84,291,241
21-05-2024 01:30,82,288,238
21-05-2024 01:45,82,288,238
21-05-2024 02:00,82,287,237
21-05-2024 02:15,81,285,235
21-05-2024 02:30,81,286,236
21-05-2024 02:45,82,288,238
21-05-2024 03:00,82,288,238
21-05-2024 03:15,82,287,237
21-05-2024 03:30,82,288,238
21-05-2024 03:45,82,286,236
21-05-2024 04:00,86,295,245
21-05-2024 04:15,86,296,246
21-05-2024 04:30,84,293,243
21-05-2024 04:45,83,290,240
21-05-2024 05:00,83,290,240
21-05-2024 05:15,82,288,238
21-05-2024 05:30,83,289,239
21-05-2024 05:45,83,291,241
21-05-2024 06:00,83,289,239
21-05-2024 06:15,82,288,238
21-05-2024 06:30,82,287,237
21-05-2024 06:45,80,282,232
21-05-2024 07:00,80,283,233
21-05-2024 07:15,80,283,233
21-05-2024 07:30,78,278,228
21-05-2024 07:45,77,272,222
21-05-2024 08:00,76,270,220
21-05-2024 08:15,77,274,224
21-05-2024 08:30,76,271,221
21-05-2024 08:45,74,262,212
21-05-2024 09:00,72,248,199
21-05-2024 09:15,72,249,199
21-05-2024 09:30,71,247,198
21-05-2024 09:45,71,245,197
21-05-2024 10:00,71,245,197
21-05-2024 10:15,71,248,199
21-05-2024 10:30,71,247,198
21-05-2024 10:45,72,250,200
21-05-2024 11:00,72,248,199
21-05-2024 11:15,71,247,198
21-05-2024 11:30,66,224,183
21-05-2024 11:45,65,213,175
21-05-2024 12:00,63,207,171
21-05-2024 12:15,63,205,170
21-05-2024 12:30,62,202,168
21-05-2024 12:45,62,200,167
21-05-2024 13:00,61,196,164
21-05-2024 13:15,61,197,165
21-05-2024 13:30,60,195,163
21-05-2024 13:45,61,197,165
21-05-2024 14:00,60,192,161
21-05-2024 14:15,59,191,161
21-05-2024 14:30,60,193,162
21-05-2024 14:45,59,189,159
21-05-2024 15:00,58,185,157
21-05-2024 15:15,58,187,158
21-05-2024 15:30,58,183,155
21-05-2024 15:45,57,179,153
21-05-2024 16:00,57,179,153
21-05-2024 16:15,55,172,148
21-05-2024 16:30,54,167,145
21-05-2024 16:45,54,164,143
21-05-2024 17:00,53,161,141
21-05-2024 17:15,51,156,137
21-05-2024 17:30,51,154,136
21-05-2024 17:45,50,152,135
21-05-2024 18:00,51,153,135
21-05-2024 18:15,50,152,135
21-05-2024 18:30,51,153,135
21-05-2024 18:45,49,147,131
21-05-2024 19:00,49,146,131
21-05-2024 19:15,48,140,127
21-05-2024 19:30,49,145,130
21-05-2024 19:45,50,149,133
21-05-2024 20:00,52,159,139
21-05-2024 20:15,53,162,141
21-05-2024 20:30,54,165,143
21-05-2024 20:45,55,168,145
21-05-2024 21:00,55,170,147
21-05-2024 21:15,56,175,150
21-05-2024 21:30,55,171,147
21-05-2024 21:45,58,183,155
21-05-2024 22:00,60,192,161
21-05-2024 22:15,59,191,161
21-05-2024 22:30,60,192,161
21-05-2024 22:45,60,195,163
21-05-2024 23:00,61,197,165
21-05-2024 23:15,63,206,171
21-05-2024 23:30,67,229,186
21-05-2024 23:45,71,247,198
22-05-2024 00:00,74,259,209
22-05-2024 00:15,73,257,207
22-05-2024 00:30,73,255,205
22-05-2024 00:45,71,247,198
22-05-2024 01:00,70,243,195
22-05-2024 01:15,71,244,196
22-05-2024 01:30,70,242,195
22-05-2024 01:45,71,244,196
22-05-2024 02:00,72,249,199
22-05-2024 02:15,73,254,204
22-05-2024 02:30,75,265,215
22-05-2024 02:45,75,266,216
22-05-2024 03:00,74,259,209
22-05-2024 03:15,73,256,206
22-05-2024 03:30,72,251,201
22-05-2024 03:45,71,245,197
22-05-2024 04:00,71,246,197
22-05-2024 04:15,70,241,194
22-05-2024 04:30,69,238,192
22-05-2024 04:45,68,233,189
22-05-2024 05:00,68,234,189
22-05-2024 05:15,68,234,189
22-05-2024 05:30,69,240,193
22-05-2024 05:45,71,248,199
22-05-2024 06:00,72,250,200
22-05-2024 06:15,74,258,208
22-05-2024 06:30,74,258,208
22-05-2024 06:45,73,254,204
22-05-2024 07:00,72,249,199
22-05-2024 07:15,70,243,195
22-05-2024 07:30,68,233,189
22-05-2024 07:45,68,235,190
22-05-2024 08:00,70,241,194
22-05-2024 08:15,72,250,200
22-05-2024 08:30,73,253,203
22-05-2024 08:45,75,263,213
22-05-2024 09:00,77,274,224
22-05-2024 09:15,78,278,228
22-05-2024 09:30,79,281,231
22-05-2024 09:45,79,280,230
22-05-2024 10:00,78,278,228
22-05-2024 10:15,78,280,230
22-05-2024 10:30,78,279,229
22-05-2024 10:45,80,281,231
22-05-2024 11:00,79,280,230
22-05-2024 11:15,80,282,232
22-05-2024 11:30,80,283,233
22-05-2024 11:45,80,282,232
22-05-2024 12:00,79,282,232
22-05-2024 12:15,79,280,230
22-05-2024 12:30,80,282,232
22-05-2024 12:45,79,280,230
22-05-2024 13:00,78,280,230
22-05-2024 13:15,77,275,225
22-05-2024 13:30,76,271,221
22-05-2024 13:45,77,272,222
22-05-2024 14:00,75,265,215
22-05-2024 14:15,74,259,209
22-05-2024 14:30,73,254,204
22-05-2024 14:45,72,248,199
22-05-2024 15:00,70,241,194
22-05-2024 15:15,70,241,194
22-05-2024 15:30,69,239,193
22-05-2024 15:45,68,235,190
22-05-2024 16:00,68,233,189
22-05-2024 16:15,69,237,191
22-05-2024 16:30,68,233,189
22-05-2024 16:45,67,229,186
22-05-2024 17:00,68,232,188
22-05-2024 17:15,68,234,189
22-05-2024 17:30,69,237,191
22-05-2024 17:45,69,238,192
22-05-2024 18:00,70,241,194
22-05-2024 18:15,70,243,195
22-05-2024 18:30,70,241,194
22-05-2024 18:45,71,245,197
22-05-2024 19:00,71,245,197
22-05-2024 19:15,71,246,197
22-05-2024 19:30,70,240,193
22-05-2024 19:45,69,236,191
22-05-2024 20:00,70,244,196
22-05-2024 20:15,75,264,214
22-05-2024 20:30,80,282,232
22-05-2024 20:45,135,363,316
22-05-2024 21:00,125,353,304
22-05-2024 21:15,96,308,258
22-05-2024 21:30,85,293,243
22-05-2024 21:45,79,281,231
22-05-2024 22:00,77,273,223
22-05-2024 22:15,76,269,219
22-05-2024 22:30,76,271,221
22-05-2024 22:45,76,271,221
22-05-2024 23:00,76,268,218
22-05-2024 23:15,75,264,214
22-05-2024 23:30,71,246,197
22-05-2024 23:45,68,230,187
23-05-2024 00:00,66,220,180
23-05-2024 00:15,64,208,172
23-05-2024 00:30,61,197,165
23-05-2024 00:45,59,189,159
23-05-2024 01:00,59,188,159
23-05-2024 01:15,57,180,153
23-05-2024 01:30,55,170,147
23-05-2024 01:45,55,170,147
23-05-2024 02:00,54,167,145
23-05-2024 02:15,54,166,144
23-05-2024 02:30,52,158,139
23-05-2024 02:45,51,155,137
23-05-2024 03:00,51,155,137
23-05-2024 03:15,51,154,136
23-05-2024 03:30,51,153,135
23-05-2024 03:45,50,150,133
23-05-2024 04:00,49,145,130
23-05-2024 04:15,49,145,130
23-05-2024 04:30,48,142,128
23-05-2024 04:45,48,139,126
23-05-2024 05:00,48,142,128
23-05-2024 05:15,49,144,129
23-05-2024 05:30,49,145,130
23-05-2024 05:45,49,147,131
23-05-2024 06:00,50,150,133
23-05-2024 06:15,53,159,139
23-05-2024 06:30,54,165,143
23-05-2024 06:45,55,170,147
23-05-2024 07:00,57,181,154
23-05-2024 07:15,58,184,156
23-05-2024 07:30,58,187,158
23-05-2024 07:45,60,192,161
23-05-2024 08:00,63,205,170
23-05-2024 08:15,64,212,175
23-05-2024 08:30,65,217,178
23-05-2024 08:45,68,234,189
23-05-2024 09:00,72,251,201
23-05-2024 09:15,73,253,203
23-05-2024 09:30,73,256,206
23-05-2024 09:45,76,269,219
23-05-2024 10:00,74,260,210
23-05-2024 10:15,74,258,208
23-05-2024 10:30,74,262,212
23-05-2024 10:45,77,273,223
23-05-2024 11:00,75,265,215
23-05-2024 11:15,73,256,206
23-05-2024 11:30,74,261,211
23-05-2024 11:45,76,270,220
23-05-2024 12:00,75,263,213
23-05-2024 12:15,74,259,209
23-05-2024 12:30,73,257,207
23-05-2024 12:45,74,260,210
23-05-2024 13:00,72,250,200
23-05-2024 13:15,70,241,194
23-05-2024 13:30,68,235,190
23-05-2024 13:45,66,221,181
23-05-2024 14:00,64,212,175
23-05-2024 14:15,64,210,173
23-05-2024 14:30,63,205,170
23-05-2024 14:45,61,198,165
23-05-2024 15:00,61,197,165
23-05-2024 15:15,60,194,163
23-05-2024 15:30,60,192,161
23-05-2024 15:45,58,186,157
23-05-2024 16:00,58,184,156
23-05-2024 16:15,58,187,158
23-05-2024 16:30,59,188,159
23-05-2024 16:45,59,188,159
23-05-2024 17:00,59,188,159
23-05-2024 17:15,58,186,157
23-05-2024 17:30,58,183,155
23-05-2024 17:45,57,181,154
23-05-2024 18:00,57,180,153
23-05-2024 18:15,57,182,155
23-05-2024 18:30,59,191,161
23-05-2024 18:45,59,189,159
23-05-2024 19:00,59,189,159
23-05-2024 19:15,60,193,162
23-05-2024 19:30,64,211,174
23-05-2024 19:45,67,223,182
23-05-2024 20:00,93,306,256
23-05-2024 20:15,90,300,250
23-05-2024 20:30,102,320,270
23-05-2024 20:45,74,258,208
23-05-2024 21:00,68,229,186
23-05-2024 21:15,66,219,179
23-05-2024 21:30,65,215,177
23-05-2024 21:45,65,216,177
23-05-2024 22:00,64,210,173
23-05-2024 22:15,66,218,179
23-05-2024 22:30,66,219,179
23-05-2024 22:45,66,220,180
23-05-2024 23:00,66,219,179
23-05-2024 23:15,66,222,181
23-05-2024 23:30,65,213,175
23-05-2024 23:45,65,217,178
24-05-2024 00:00,65,215,177
24-05-2024 00:15,65,216,177
24-05-2024 00:30,65,214,176
24-05-2024 00:45,64,209,173
24-05-2024 01:00,62,200,167
24-05-2024 01:15,61,198,165
24-05-2024 01:30,61,198,165
24-05-2024 01:45,62,202,168
24-05-2024 02:00,63,204,169
24-05-2024 02:15,63,204,169
24-05-2024 02:30,62,201,167
24-05-2024 02:45,60,194,163
24-05-2024 03:00,60,192,161
24-05-2024 03:15,59,191,161
24-05-2024 03:30,59,189,159
24-05-2024 03:45,58,185,157
24-05-2024 04:00,58,185,157
24-05-2024 04:15,58,185,157
