CreatedDate,pm25_Lakshmi K: Living room,pm10_Lakshmi K: Living room,aqi_Lakshmi K: Living room
24-05-2024 04:30,58,186,157
24-05-2024 04:45,61,198,165
24-05-2024 05:00,63,206,171
24-05-2024 05:15,63,206,171
24-05-2024 05:30,64,210,173
24-05-2024 05:45,65,213,175
24-05-2024 06:00,67,228,185
24-05-2024 06:15,78,278,228
24-05-2024 06:30,79,281,231
24-05-2024 06:45,72,249,199
24-05-2024 07:00,68,233,189
24-05-2024 07:15,65,217,178
24-05-2024 07:30,64,208,172
24-05-2024 07:45,63,204,169
24-05-2024 08:00,62,201,167
24-05-2024 08:15,59,192,161
24-05-2024 08:30,61,196,164
24-05-2024 08:45,60,194,163
24-05-2024 09:00,62,206,171
24-05-2024 09:15,58,185,157
24-05-2024 09:30,58,186,157
24-05-2024 09:45,58,186,157
24-05-2024 10:00,58,186,157
24-05-2024 10:15,58,187,158
24-05-2024 10:30,59,190,160
24-05-2024 10:45,59,190,160
24-05-2024 11:00,59,190,160
24-05-2024 11:15,59,189,159
24-05-2024 11:30,58,186,157
24-05-2024 11:45,58,187,158
24-05-2024 12:00,59,191,161
24-05-2024 12:15,64,212,175
24-05-2024 12:30,63,206,171
24-05-2024 12:45,64,209,173
24-05-2024 13:00,60,194,163
24-05-2024 13:15,59,187,158
24-05-2024 13:30,60,192,161
24-05-2024 13:45,58,186,157
24-05-2024 14:00,59,189,159
24-05-2024 14:15,58,187,158
24-05-2024 14:30,59,189,159
24-05-2024 14:45,59,188,159
24-05-2024 15:00,59,191,161
24-05-2024 15:15,60,193,162
24-05-2024 15:30,61,199,166
24-05-2024 15:45,61,196,164
24-05-2024 16:00,60,194,163
24-05-2024 16:15,60,195,163
24-05-2024 16:30,59,192,161
24-05-2024 16:45,60,193,162
24-05-2024 17:00,61,196,164
24-05-2024 17:15,62,200,167
24-05-2024 17:30,62,201,167
24-05-2024 17:45,63,203,169
24-05-2024 18:00,63,206,171
24-05-2024 18:15,63,206,171
24-05-2024 18:30,64,208,172
24-05-2024 18:45,63,206,171
24-05-2024 19:00,66,221,181
24-05-2024 19:15,66,222,181
24-05-2024 19:30,66,220,180
24-05-2024 19:45,67,226,184
24-05-2024 20:00,69,236,191
24-05-2024 20:15,68,235,190
24-05-2024 20:30,66,221,181
24-05-2024 20:45,67,223,182
24-05-2024 21:00,75,261,211
24-05-2024 21:15,71,248,199
24-05-2024 21:30,71,246,197
24-05-2024 21:45,71,248,199
24-05-2024 22:00,74,259,209
24-05-2024 22:15,73,254,204
24-05-2024 22:30,72,249,199
24-05-2024 22:45,71,247,198
24-05-2024 23:00,71,244,196
24-05-2024 23:15,70,243,195
24-05-2024 23:30,68,236,191
24-05-2024 23:45,68,236,191
25-05-2024 00:00,68,235,190
25-05-2024 00:15,69,237,191
25-05-2024 00:30,69,237,191
25-05-2024 00:45,68,235,190
25-05-2024 01:00,69,237,191
25-05-2024 01:15,71,246,197
25-05-2024 01:30,70,242,195
25-05-2024 01:45,67,229,186
25-05-2024 02:00,67,227,185
25-05-2024 02:15,67,229,186
25-05-2024 02:30,69,239,193
25-05-2024 02:45,72,250,200
25-05-2024 03:00,72,251,201
25-05-2024 03:15,73,256,206
25-05-2024 03:30,72,253,203
25-05-2024 03:45,74,262,212
25-05-2024 04:00,74,261,211
25-05-2024 04:15,75,266,216
25-05-2024 04:30,75,265,215
25-05-2024 04:45,77,275,225
25-05-2024 05:00,76,269,219
25-05-2024 05:15,75,263,213
25-05-2024 05:30,74,260,210
25-05-2024 05:45,77,276,226
25-05-2024 06:00,78,279,229
25-05-2024 06:15,79,280,230
25-05-2024 06:30,81,284,234
25-05-2024 06:45,80,284,234
25-05-2024 07:00,79,280,230
25-05-2024 07:15,79,280,230
25-05-2024 07:30,81,285,235
25-05-2024 07:45,82,288,238
25-05-2024 08:00,84,291,241
25-05-2024 08:15,85,293,243
25-05-2024 08:30,83,291,241
25-05-2024 08:45,81,285,235
25-05-2024 09:00,81,286,236
25-05-2024 09:15,80,283,233
25-05-2024 09:30,82,286,236
25-05-2024 09:45,82,286,236
25-05-2024 10:00,82,287,237
25-05-2024 10:15,81,286,236
25-05-2024 10:30,81,285,235
25-05-2024 10:45,79,281,231
25-05-2024 11:00,76,272,222
25-05-2024 11:15,74,258,208
25-05-2024 11:30,75,267,217
25-05-2024 11:45,74,258,208
25-05-2024 12:00,76,270,220
25-05-2024 12:15,76,273,223
25-05-2024 12:30,75,263,213
25-05-2024 12:45,73,256,206
25-05-2024 13:00,72,251,201
25-05-2024 13:15,71,245,197
25-05-2024 13:30,70,240,193
25-05-2024 13:45,70,241,194
25-05-2024 14:00,66,223,182
25-05-2024 14:15,64,209,173
25-05-2024 14:30,63,203,169
25-05-2024 14:45,62,202,168
25-05-2024 15:00,62,201,167
25-05-2024 15:15,60,195,163
25-05-2024 15:30,62,200,167
25-05-2024 15:45,59,189,159
25-05-2024 16:00,56,176,151
25-05-2024 16:15,56,174,149
25-05-2024 16:30,56,174,149
25-05-2024 16:45,56,174,149
25-05-2024 17:00,51,155,137
25-05-2024 17:15,49,147,131
25-05-2024 17:30,49,147,131
25-05-2024 17:45,53,161,141
25-05-2024 18:00,55,169,146
25-05-2024 18:15,52,158,139
25-05-2024 18:30,49,144,129
25-05-2024 18:45,50,151,134
25-05-2024 19:00,53,162,141
25-05-2024 19:15,51,153,135
25-05-2024 19:30,50,149,133
25-05-2024 19:45,52,159,139
25-05-2024 20:00,52,158,139
25-05-2024 20:15,52,158,139
25-05-2024 20:30,53,163,142
25-05-2024 20:45,60,194,163
25-05-2024 21:00,60,194,163
25-05-2024 21:15,57,182,155
25-05-2024 21:30,54,167,145
25-05-2024 21:45,68,230,187
25-05-2024 22:00,66,221,181
25-05-2024 22:15,62,202,168
25-05-2024 22:30,59,188,159
25-05-2024 22:45,57,179,153
25-05-2024 23:00,54,168,145
25-05-2024 23:15,50,150,133
25-05-2024 23:30,47,134,123
25-05-2024 23:45,46,130,120
26-05-2024 00:00,46,128,119
26-05-2024 00:15,48,138,125
26-05-2024 00:30,50,150,133
26-05-2024 00:45,52,157,138
26-05-2024 01:00,51,154,136
26-05-2024 01:15,51,154,136
26-05-2024 01:30,49,144,129
26-05-2024 01:45,48,138,125
26-05-2024 02:00,47,135,123
26-05-2024 02:15,46,129,119
26-05-2024 02:30,46,129,119
26-05-2024 02:45,46,129,119
26-05-2024 03:00,45,123,115
26-05-2024 03:15,46,131,121
26-05-2024 03:30,48,140,127
26-05-2024 03:45,51,153,135
26-05-2024 04:00,53,160,140
26-05-2024 04:15,55,168,145
26-05-2024 04:30,58,184,156
26-05-2024 04:45,63,208,172
26-05-2024 05:00,70,243,195
26-05-2024 05:15,109,341,291
26-05-2024 05:30,126,369,324
26-05-2024 05:45,118,358,310
26-05-2024 06:00,110,344,294
26-05-2024 06:15,103,332,282
26-05-2024 06:30,100,325,275
26-05-2024 06:45,107,339,289
26-05-2024 07:00,114,349,299
26-05-2024 07:15,123,361,314
26-05-2024 07:30,127,366,320
26-05-2024 07:45,154,407,371
26-05-2024 08:00,184,457,434
26-05-2024 08:15,203,488,472
26-05-2024 08:30,165,421,389
26-05-2024 08:45,126,360,312
26-05-2024 09:00,120,352,302
26-05-2024 09:15,106,332,282
26-05-2024 09:30,96,310,260
26-05-2024 09:45,85,293,243
26-05-2024 10:00,71,244,196
26-05-2024 10:15,55,172,148
26-05-2024 10:30,49,145,130
26-05-2024 10:45,48,139,126
26-05-2024 11:00,98,278,228
26-05-2024 11:15,76,260,210
26-05-2024 11:30,56,176,151
26-05-2024 11:45,46,131,121
26-05-2024 12:00,48,142,128
26-05-2024 12:15,47,144,129
26-05-2024 12:30,39,98,98
26-05-2024 12:45,40,104,103
26-05-2024 13:00,41,110,107
26-05-2024 13:15,40,106,104
26-05-2024 13:30,40,103,102
26-05-2024 13:45,40,102,101
26-05-2024 14:00,40,104,103
26-05-2024 14:15,40,102,101
26-05-2024 14:30,39,100,100
26-05-2024 14:45,39,100,100
26-05-2024 15:00,40,102,101
26-05-2024 15:15,40,102,101
26-05-2024 15:30,39,98,98
26-05-2024 15:45,38,93,93
26-05-2024 16:00,38,91,91
26-05-2024 16:15,38,94,94
26-05-2024 16:30,40,105,103
26-05-2024 16:45,40,105,103
26-05-2024 17:00,43,117,111
26-05-2024 17:15,43,119,113
26-05-2024 17:30,40,104,103
26-05-2024 17:45,44,119,113
26-05-2024 18:00,46,129,119
26-05-2024 18:15,45,124,116
26-05-2024 18:30,47,133,122
26-05-2024 18:45,44,122,115
26-05-2024 19:00,52,156,137
26-05-2024 19:15,53,161,141
26-05-2024 19:30,51,152,135
26-05-2024 19:45,51,154,136
26-05-2024 20:00,52,157,138
26-05-2024 20:15,52,158,139
26-05-2024 20:30,53,162,141
26-05-2024 20:45,56,173,149
26-05-2024 21:00,56,176,151
26-05-2024 21:15,57,180,153
26-05-2024 21:30,57,180,153
26-05-2024 21:45,58,185,157
26-05-2024 22:00,60,195,163
26-05-2024 22:15,63,209,173
26-05-2024 22:30,85,290,240
26-05-2024 22:45,73,255,205
26-05-2024 23:00,69,238,192
26-05-2024 23:15,66,220,180
26-05-2024 23:30,62,201,167
26-05-2024 23:45,59,190,160
27-05-2024 00:00,57,181,154
27-05-2024 00:15,57,181,154
27-05-2024 00:30,56,176,151
27-05-2024 00:45,55,169,146
27-05-2024 01:00,55,170,147
27-05-2024 01:15,54,166,144
27-05-2024 01:30,54,166,144
27-05-2024 01:45,54,165,143
27-05-2024 02:00,56,177,151
27-05-2024 02:15,64,218,179
27-05-2024 02:30,70,244,196
27-05-2024 02:45,73,254,204
27-05-2024 03:00,71,248,199
27-05-2024 03:15,69,240,193
27-05-2024 03:30,66,223,182
27-05-2024 03:45,64,209,173
27-05-2024 04:00,62,203,169
27-05-2024 04:15,63,204,169
27-05-2024 04:30,62,201,167
27-05-2024 04:45,63,203,169
27-05-2024 05:00,66,222,181
27-05-2024 05:15,82,288,238
27-05-2024 05:30,84,292,242
27-05-2024 05:45,88,299,249
27-05-2024 06:00,102,328,278
27-05-2024 06:15,107,338,288
27-05-2024 06:30,102,326,276
27-05-2024 06:45,102,329,279
27-05-2024 07:00,106,336,286
27-05-2024 07:15,108,339,289
27-05-2024 07:30,110,342,292
27-05-2024 07:45,111,344,294
27-05-2024 08:00,113,346,296
27-05-2024 08:15,112,344,294
27-05-2024 08:30,108,336,286
27-05-2024 08:45,116,349,299
27-05-2024 09:00,118,351,301
27-05-2024 09:15,101,321,271
27-05-2024 09:30,97,312,262
27-05-2024 09:45,92,303,253
27-05-2024 10:00,101,321,271
27-05-2024 10:15,112,342,292
27-05-2024 10:30,109,337,287
27-05-2024 10:45,110,339,289
27-05-2024 11:00,110,339,289
27-05-2024 11:15,106,330,280
27-05-2024 11:30,97,311,261
27-05-2024 11:45,90,301,251
27-05-2024 12:00,79,280,230
27-05-2024 12:15,67,226,184
27-05-2024 12:30,60,195,163
27-05-2024 12:45,60,195,163
27-05-2024 13:00,58,184,156
27-05-2024 13:15,55,172,148
27-05-2024 13:30,51,152,135
27-05-2024 13:45,47,137,125
27-05-2024 14:00,46,131,121
27-05-2024 14:15,45,123,115
27-05-2024 14:30,43,116,111
27-05-2024 14:45,41,111,107
27-05-2024 15:00,42,113,109
27-05-2024 15:15,43,119,113
27-05-2024 15:30,43,117,111
27-05-2024 15:45,42,113,109
27-05-2024 16:00,42,112,108
27-05-2024 16:15,42,112,108
27-05-2024 16:30,42,111,107
27-05-2024 16:45,41,106,104
27-05-2024 17:00,40,102,101
27-05-2024 17:15,38,92,92
27-05-2024 17:30,36,87,87
27-05-2024 17:45,80,245,197
27-05-2024 18:00,44,124,116
27-05-2024 18:15,40,104,103
27-05-2024 18:30,39,101,101
27-05-2024 18:45,40,101,101
27-05-2024 19:00,39,101,101
27-05-2024 19:15,40,103,102
27-05-2024 19:30,43,116,111
27-05-2024 19:45,47,134,123
27-05-2024 20:00,51,153,135
27-05-2024 20:15,56,181,154
27-05-2024 20:30,59,195,163
27-05-2024 20:45,74,254,204
27-05-2024 21:00,84,292,242
27-05-2024 21:15,79,281,231
27-05-2024 21:30,75,267,217
27-05-2024 21:45,72,251,201
27-05-2024 22:00,72,249,199
27-05-2024 22:15,74,259,209
27-05-2024 22:30,73,257,207
27-05-2024 22:45,73,256,206
27-05-2024 23:00,75,265,215
27-05-2024 23:15,75,266,216
27-05-2024 23:30,76,268,218
27-05-2024 23:45,74,261,211
28-05-2024 00:00,74,258,208
28-05-2024 00:15,72,250,200
28-05-2024 00:30,71,249,199
28-05-2024 00:45,71,246,197
28-05-2024 01:00,71,246,197
28-05-2024 01:15,73,256,206
28-05-2024 01:30,73,255,205
28-05-2024 01:45,76,269,219
28-05-2024 02:00,77,274,224
28-05-2024 02:15,78,277,227
28-05-2024 02:30,78,278,228
28-05-2024 02:45,79,279,229
28-05-2024 03:00,78,280,230
28-05-2024 03:15,79,281,231
28-05-2024 03:30,79,279,229
28-05-2024 03:45,80,283,233
28-05-2024 04:00,81,284,234
28-05-2024 04:15,81,284,234
28-05-2024 04:30,81,286,236
28-05-2024 04:45,81,284,234
28-05-2024 05:00,79,280,230
28-05-2024 05:15,74,262,212
28-05-2024 05:30,76,271,221
28-05-2024 05:45,79,281,231
28-05-2024 06:00,84,293,243
28-05-2024 06:15,88,298,248
28-05-2024 06:30,91,301,251
28-05-2024 06:45,93,303,253
28-05-2024 07:00,94,305,255
28-05-2024 07:15,95,306,256
28-05-2024 07:30,96,309,259
28-05-2024 07:45,97,310,260
28-05-2024 08:00,97,310,260
28-05-2024 08:15,96,309,259
28-05-2024 08:30,91,302,252
28-05-2024 08:45,83,289,239
28-05-2024 09:00,83,291,241
28-05-2024 09:15,85,294,244
28-05-2024 09:30,85,295,245
28-05-2024 09:45,86,297,247
28-05-2024 10:00,82,287,237
28-05-2024 10:15,68,230,187
28-05-2024 10:30,59,190,160
28-05-2024 10:45,62,200,167
28-05-2024 11:00,70,242,195
28-05-2024 11:15,77,276,226
28-05-2024 11:30,83,291,241
28-05-2024 11:45,77,270,220
28-05-2024 12:00,66,223,182
28-05-2024 12:15,58,182,155
28-05-2024 12:30,49,145,130
28-05-2024 12:45,46,129,119
28-05-2024 13:00,41,112,108
28-05-2024 13:15,37,91,91
28-05-2024 13:30,37,86,86
28-05-2024 13:45,36,81,81
28-05-2024 14:00,34,77,77
28-05-2024 14:15,35,79,79
28-05-2024 14:30,31,71,71
28-05-2024 14:45,29,66,66
28-05-2024 15:00,27,61,61
28-05-2024 15:15,27,61,61
28-05-2024 15:30,28,63,63
28-05-2024 15:45,27,65,65
28-05-2024 16:00,37,60,62
28-05-2024 16:15,43,68,72
28-05-2024 16:30,50,80,83
28-05-2024 16:45,47,75,78
28-05-2024 17:00,45,72,75
28-05-2024 17:15,43,69,72
28-05-2024 17:30,43,68,72
28-05-2024 17:45,44,70,73
28-05-2024 18:00,40,63,67
28-05-2024 18:15,42,66,70
28-05-2024 18:30,44,70,73
28-05-2024 18:45,56,104,103
28-05-2024 19:00,83,203,177
28-05-2024 19:15,67,143,129
28-05-2024 19:30,68,147,131
28-05-2024 19:45,68,145,130
28-05-2024 20:00,69,149,133
28-05-2024 20:15,70,153,135
28-05-2024 20:30,73,164,143
28-05-2024 20:45,78,181,160
28-05-2024 21:00,76,176,153
28-05-2024 21:15,77,176,157
28-05-2024 21:30,79,185,163
28-05-2024 21:45,75,172,150
28-05-2024 22:00,75,172,150
28-05-2024 22:15,76,176,153
28-05-2024 22:30,79,186,163
28-05-2024 22:45,81,193,170
28-05-2024 23:00,81,192,170
28-05-2024 23:15,80,189,167
28-05-2024 23:30,80,190,167
28-05-2024 23:45,78,181,160
29-05-2024 00:00,76,173,153
29-05-2024 00:15,74,168,147
29-05-2024 00:30,73,166,144
29-05-2024 00:45,71,156,137
29-05-2024 01:00,70,151,134
29-05-2024 01:15,70,153,135
29-05-2024 01:30,72,161,141
29-05-2024 01:45,76,175,153
29-05-2024 02:00,76,176,153
29-05-2024 02:15,77,179,157
29-05-2024 02:30,77,179,157
29-05-2024 02:45,77,179,157
29-05-2024 03:00,76,174,153
29-05-2024 03:15,74,168,147
29-05-2024 03:30,73,165,143
29-05-2024 03:45,73,164,143
29-05-2024 04:00,73,163,143
29-05-2024 04:15,72,162,141
29-05-2024 04:30,72,160,140
29-05-2024 04:45,72,161,141
29-05-2024 05:00,73,164,143
29-05-2024 05:15,73,165,143
29-05-2024 05:30,75,175,150
29-05-2024 05:45,73,164,143
29-05-2024 06:00,70,155,137
29-05-2024 06:15,68,152,135
29-05-2024 06:30,65,145,130
29-05-2024 06:45,60,133,122
29-05-2024 07:00,60,136,124
29-05-2024 07:15,59,131,121
29-05-2024 07:30,65,159,139
29-05-2024 07:45,62,139,126
29-05-2024 08:00,61,135,123
29-05-2024 08:15,64,146,131
29-05-2024 08:30,70,162,141
29-05-2024 08:45,63,144,129
29-05-2024 09:00,61,145,130
29-05-2024 09:15,61,147,131
29-05-2024 09:30,62,149,133
29-05-2024 09:45,61,147,131
29-05-2024 10:00,62,156,137
29-05-2024 10:15,61,146,131
29-05-2024 10:30,60,144,129
29-05-2024 10:45,60,139,126
29-05-2024 11:00,61,139,126
29-05-2024 11:15,62,144,129
29-05-2024 11:30,61,141,127
29-05-2024 11:45,61,135,123
29-05-2024 12:00,60,135,123
29-05-2024 12:15,59,130,120
29-05-2024 12:30,57,120,113
29-05-2024 12:45,60,139,126
29-05-2024 13:00,59,138,125
29-05-2024 13:15,56,117,111
29-05-2024 13:30,56,114,109
29-05-2024 13:45,54,109,106
29-05-2024 14:00,54,105,103
29-05-2024 14:15,53,103,102
29-05-2024 14:30,53,100,100
29-05-2024 14:45,52,96,96
29-05-2024 15:00,52,97,97
29-05-2024 15:15,53,98,98
29-05-2024 15:30,52,97,97
29-05-2024 15:45,53,100,100
29-05-2024 16:00,52,94,94
29-05-2024 16:15,51,89,89
29-05-2024 16:30,56,123,115
29-05-2024 16:45,61,168,145
29-05-2024 17:00,53,106,104
29-05-2024 17:15,52,96,96
29-05-2024 17:30,50,88,88
29-05-2024 17:45,53,97,97
29-05-2024 18:00,58,117,111
29-05-2024 18:15,58,110,107
29-05-2024 18:30,56,101,101
29-05-2024 18:45,54,95,95
29-05-2024 19:00,54,102,101
29-05-2024 19:15,56,112,108
29-05-2024 19:30,55,103,102
29-05-2024 19:45,55,108,105
29-05-2024 20:00,55,100,100
29-05-2024 20:15,55,98,98
29-05-2024 20:30,57,107,105
29-05-2024 20:45,57,107,105
29-05-2024 21:00,58,110,107
29-05-2024 21:15,58,111,107
29-05-2024 21:30,58,111,107
29-05-2024 21:45,58,110,107
29-05-2024 22:00,59,113,109
29-05-2024 22:15,59,112,108
29-05-2024 22:30,59,114,109
29-05-2024 22:45,60,117,111
29-05-2024 23:00,62,126,117
29-05-2024 23:15,65,135,123
29-05-2024 23:30,66,140,127
29-05-2024 23:45,64,133,122
30-05-2024 00:00,62,125,117
30-05-2024 00:15,60,120,113
30-05-2024 00:30,58,109,106
30-05-2024 00:45,57,107,105
30-05-2024 01:00,57,107,105
30-05-2024 01:15,56,103,102
30-05-2024 01:30,56,103,102
30-05-2024 01:45,55,103,102
30-05-2024 02:00,54,100,100
30-05-2024 02:15,55,100,100
30-05-2024 02:30,56,106,104
30-05-2024 02:45,58,113,109
30-05-2024 03:00,58,115,110
30-05-2024 03:15,57,109,106
30-05-2024 03:30,58,112,108
30-05-2024 03:45,57,113,109
30-05-2024 04:00,58,115,110
30-05-2024 04:15,57,112,108
30-05-2024 04:30,59,122,115
30-05-2024 04:45,61,131,121
30-05-2024 05:00,60,128,119
30-05-2024 05:15,59,125,117
30-05-2024 05:30,59,124,116
30-05-2024 05:45,60,129,119
30-05-2024 06:00,61,134,123
30-05-2024 06:15,61,133,122
30-05-2024 06:30,60,129,119
30-05-2024 06:45,62,139,126
30-05-2024 07:00,65,149,133
30-05-2024 07:15,72,179,153
30-05-2024 07:30,81,213,175
30-05-2024 07:45,75,189,159
30-05-2024 08:00,73,181,154
30-05-2024 08:15,71,171,147
30-05-2024 08:30,68,160,140
30-05-2024 08:45,63,144,129
30-05-2024 09:00,62,141,127
30-05-2024 09:15,64,151,134
30-05-2024 09:30,61,134,123
30-05-2024 09:45,61,128,119
30-05-2024 10:00,60,130,120
30-05-2024 10:15,59,124,116
30-05-2024 10:30,60,123,115
30-05-2024 10:45,60,122,115
30-05-2024 11:00,60,121,114
30-05-2024 11:15,59,118,112
30-05-2024 11:30,62,125,117
30-05-2024 11:45,59,115,110
30-05-2024 12:00,55,115,110
30-05-2024 12:15,52,115,110
30-05-2024 12:30,50,110,107
30-05-2024 12:45,50,107,105
30-05-2024 13:00,51,106,104
30-05-2024 13:15,49,99,99
30-05-2024 13:30,47,97,97
30-05-2024 13:45,45,89,89
30-05-2024 14:00,45,94,94
30-05-2024 14:15,46,94,94
30-05-2024 14:30,42,82,82
30-05-2024 14:45,39,76,76
30-05-2024 15:00,36,70,70
30-05-2024 15:15,30,67,67
30-05-2024 15:30,25,54,54
30-05-2024 15:45,30,74,74
30-05-2024 16:00,26,62,62
30-05-2024 16:15,24,54,54
30-05-2024 16:30,23,54,54
30-05-2024 16:45,26,61,61
30-05-2024 17:00,31,80,80
30-05-2024 17:15,24,59,59
30-05-2024 17:30,19,43,43
30-05-2024 17:45,18,39,39
30-05-2024 18:00,16,35,35
30-05-2024 18:15,19,42,42
30-05-2024 18:30,23,48,48
30-05-2024 18:45,25,53,53
30-05-2024 19:00,28,57,57
30-05-2024 19:15,35,69,69
30-05-2024 19:30,41,83,83
30-05-2024 19:45,48,108,105
30-05-2024 20:00,79,225,183
30-05-2024 20:15,66,162,141
30-05-2024 20:30,55,132,121
30-05-2024 20:45,53,123,115
30-05-2024 21:00,52,117,111
30-05-2024 21:15,52,118,112
30-05-2024 21:30,46,94,94
30-05-2024 21:45,46,93,93
30-05-2024 22:00,50,103,102
30-05-2024 22:15,52,110,107
30-05-2024 22:30,63,145,130
30-05-2024 22:45,58,129,119
30-05-2024 23:00,46,96,96
30-05-2024 23:15,43,85,85
30-05-2024 23:30,43,89,89
30-05-2024 23:45,43,85,85
31-05-2024 00:00,44,89,89
31-05-2024 00:15,44,89,89
31-05-2024 00:30,46,92,92
31-05-2024 00:45,45,91,91
31-05-2024 01:00,46,95,95
31-05-2024 01:15,46,94,94
31-05-2024 01:30,47,96,96
31-05-2024 01:45,47,94,94
31-05-2024 02:00,46,94,94
31-05-2024 02:15,45,92,92
31-05-2024 02:30,44,86,86
31-05-2024 02:45,45,92,92
31-05-2024 03:00,44,90,90
31-05-2024 03:15,45,93,93
31-05-2024 03:30,46,96,96
31-05-2024 03:45,43,86,86
31-05-2024 04:00,44,87,87
31-05-2024 04:15,44,86,86
31-05-2024 04:30,44,90,90
31-05-2024 04:45,43,83,83
31-05-2024 05:00,46,95,95
31-05-2024 05:15,48,103,102
31-05-2024 05:30,49,106,104
31-05-2024 05:45,51,115,110
31-05-2024 06:00,57,132,121
31-05-2024 06:15,64,166,144
31-05-2024 06:30,65,161,141
31-05-2024 06:45,67,170,147
31-05-2024 07:00,68,169,146
31-05-2024 07:15,68,171,147
31-05-2024 07:30,72,187,158
31-05-2024 07:45,73,192,161
31-05-2024 08:00,73,194,163
31-05-2024 08:15,72,188,159
31-05-2024 08:30,72,193,162
31-05-2024 08:45,73,196,164
31-05-2024 09:00,68,180,153
31-05-2024 09:15,63,161,141
31-05-2024 09:30,65,164,143
31-05-2024 09:45,62,159,139
31-05-2024 10:00,55,141,127
31-05-2024 10:15,53,138,125
31-05-2024 10:30,54,143,129
31-05-2024 10:45,51,122,115
31-05-2024 11:00,51,120,113
31-05-2024 11:15,52,119,113
31-05-2024 11:30,48,104,103
31-05-2024 11:45,47,99,99
31-05-2024 12:00,45,93,93
31-05-2024 12:15,43,89,89
31-05-2024 12:30,41,84,84
31-05-2024 12:45,40,81,81
31-05-2024 13:00,38,72,72
31-05-2024 13:15,40,78,78
31-05-2024 13:30,49,112,108
31-05-2024 13:45,47,96,96
31-05-2024 14:00,48,95,95
31-05-2024 14:15,45,87,87
31-05-2024 14:30,48,96,96
31-05-2024 14:45,49,100,100
31-05-2024 15:00,45,84,84
31-05-2024 15:15,41,74,74
31-05-2024 15:30,41,72,72
31-05-2024 15:45,44,83,83
31-05-2024 16:00,47,91,91
31-05-2024 16:15,44,84,84
31-05-2024 16:30,45,84,84
31-05-2024 16:45,45,87,87
31-05-2024 17:00,44,83,83
31-05-2024 17:15,44,83,83
31-05-2024 17:30,47,92,92
31-05-2024 17:45,57,124,116
31-05-2024 18:00,58,127,118
31-05-2024 18:15,60,136,124
31-05-2024 18:30,63,144,129
31-05-2024 18:45,68,159,139
31-05-2024 19:00,74,179,153
31-05-2024 19:15,94,242,213
31-05-2024 19:30,132,334,309
31-05-2024 19:45,152,358,325
31-05-2024 20:00,201,434,405
31-05-2024 20:15,178,402,365
31-05-2024 20:30,147,353,321
31-05-2024 20:45,138,346,314
31-05-2024 21:00,149,356,322
31-05-2024 21:15,121,314,301
31-05-2024 21:30,108,284,260
31-05-2024 21:45,97,251,223
31-05-2024 22:00,89,223,197
31-05-2024 22:15,86,215,187
31-05-2024 22:30,87,219,190
31-05-2024 22:45,85,212,183
31-05-2024 23:00,83,207,177
31-05-2024 23:15,83,205,177
31-05-2024 23:30,82,204,173
31-05-2024 23:45,85,214,183
